Inspection_ID,Product,Production_Line,Machine,Shift,Temperature,Humidity,Voltage,Current,Vibration,Production_Speed,Operator,Material_Type,Defect_Type,Severity,Inspection_Result,Downtime_Minutes,Maintenance_Status,AI_Risk_Score,Inspection_Date
I0544,Relay Module,L4,M4,Night,55,45,36.77,0.26,1.97,102,OP115,Copper,Missing Component,High,Pass,48,Critical,25,2026-06-29
I0545,Camera Module,L4,M5,Evening,36,65,52.69,1.81,3.38,148,OP114,Ceramic,Short Circuit,Low,Pass,50,Critical,85,2026-06-30
I0546,Relay Module,L1,M2,Night,54,64,218.28,4.3,2.74,114,OP108,FR4,PCB Crack,Low,Fail,57,Good,96,2026-07-01
I0547,Power Supply Unit,L2,M4,Evening,51,43,197.01,3.24,3.81,111,OP113,Copper,Burn Mark,High,Pass,45,Critical,36,2026-07-02
I0548,Sensor Module,L4,M3,Evening,39,45,178.86,3.29,1.34,135,OP122,Aluminum,Missing Component,Low,Fail,28,Warning,24,2026-07-03
I0549,Relay Module,L1,M3,Evening,51,61,7.71,2.36,0.82,138,OP122,Ceramic,Missing Component,Low,Fail,44,Warning,34,2026-07-04
I0550,Power Supply Unit,L2,M4,Night,51,59,153.15,2.2,4.27,91,OP121,FR4,Burn Mark,Low,Pass,58,Critical,34,2026-07-05
I0551,Relay Module,L2,M4,Evening,42,64,192.4,3.15,1.66,145,OP104,Aluminum,Loose Connection,High,Pass,33,Good,18,2026-07-06
I0552,Sensor Module,L4,M5,Night,51,56,205.83,3.29,4.24,141,OP121,Copper,Short Circuit,Low,Fail,0,Critical,81,2026-07-07
I0553,LED Driver,L4,M5,Night,35,55,108.35,4.15,3.72,115,OP113,Ceramic,Solder Bridge,Medium,Pass,53,Critical,97,2026-07-08
I0554,Display Unit,L2,M3,Evening,36,51,27.77,2.9,2.65,131,OP109,Copper,Burn Mark,Low,Fail,54,Critical,27,2026-07-09
I0555,Battery Pack,L2,M5,Evening,40,40,132.8,2.69,2.04,122,OP125,Copper,Burn Mark,Low,Fail,13,Critical,59,2026-07-10
I0556,PCB,L2,M2,Evening,50,46,118.73,0.23,2.08,132,OP122,FR4,Open Circuit,Medium,Pass,29,Critical,47,2026-07-11
I0557,Sensor Module,L4,M2,Evening,36,54,91.4,4.21,2.98,119,OP121,Copper,Open Circuit,Low,Pass,59,Warning,77,2026-07-12
I0558,PCB,L1,M3,Evening,50,56,47.97,2.86,0.84,103,OP122,Ceramic,Open Circuit,Low,Fail,47,Good,95,2026-07-13
I0559,PCB,L1,M1,Evening,50,50,200.73,3.41,1.66,127,OP108,Aluminum,Open Circuit,Low,Fail,39,Critical,67,2026-07-14
I0560,Battery Pack,L3,M4,Night,47,61,104.41,1.33,3.77,133,OP120,Ceramic,Open Circuit,Low,Fail,12,Good,64,2026-07-15
I0561,Sensor Module,L2,M3,Evening,52,50,204.48,1.62,2.16,107,OP121,Ceramic,Solder Bridge,High,Pass,1,Critical,19,2026-07-16
I0562,Sensor Module,L2,M2,Night,39,61,19.71,1.19,1.77,109,OP101,Ceramic,Misalignment,High,Pass,10,Good,64,2026-07-17
I0563,PCB,L2,M5,Night,37,63,215.57,3.66,2.65,90,OP101,Aluminum,Loose Connection,Medium,Pass,52,Critical,19,2026-07-18
I0564,Display Unit,L3,M3,Evening,54,40,158.09,0.78,1.73,115,OP120,Aluminum,Loose Connection,Low,Fail,3,Good,68,2026-07-19
I0565,PCB,L2,M5,Morning,54,50,74.44,2.41,3.22,88,OP122,Aluminum,Solder Bridge,Medium,Pass,34,Critical,51,2026-07-20
I0566,Battery Pack,L1,M5,Night,41,44,171.52,4.49,2.37,116,OP113,Aluminum,Burn Mark,Low,Fail,57,Warning,19,2026-07-21
I0567,LED Driver,L2,M5,Morning,51,59,208.61,3.8,2.95,89,OP105,Copper,PCB Crack,Low,Fail,21,Critical,73,2026-07-22
I0568,Power Supply Unit,L3,M2,Night,37,53,54.4,2.91,2.03,125,OP128,FR4,Burn Mark,Low,Fail,48,Good,98,2026-07-23
I0569,Camera Module,L3,M2,Night,36,53,228.04,4.76,0.74,132,OP118,Aluminum,PCB Crack,High,Pass,56,Critical,43,2026-07-24
I0570,Relay Module,L3,M2,Night,49,40,149.44,1.77,0.92,132,OP114,Copper,Open Circuit,Low,Fail,23,Good,91,2026-07-25
I0571,Power Supply Unit,L2,M5,Night,40,45,147.52,3.33,2.82,122,OP129,Aluminum,Misalignment,High,Fail,59,Critical,23,2026-07-26
I0572,Microcontroller Board,L2,M1,Night,43,59,25.13,2.34,3.97,103,OP102,Copper,Missing Component,Low,Pass,32,Critical,44,2026-07-27
I0573,Camera Module,L3,M5,Morning,38,54,149.64,0.85,0.8,138,OP111,FR4,Missing Component,High,Pass,29,Warning,41,2026-07-28
I0574,Power Supply Unit,L3,M5,Evening,43,63,58.93,2.57,3.44,126,OP124,FR4,Missing Component,Medium,Fail,18,Critical,16,2026-07-29
I0575,Sensor Module,L2,M3,Evening,54,56,27.9,3.4,1.84,135,OP122,Aluminum,Misalignment,Low,Fail,11,Warning,62,2026-07-30
I0576,Microcontroller Board,L4,M4,Night,54,58,137.73,4.07,3.69,145,OP124,FR4,Solder Bridge,High,Pass,42,Good,52,2026-07-31
I0577,PCB,L4,M5,Evening,37,45,117.2,2.26,1.33,100,OP102,Ceramic,Missing Component,High,Pass,7,Critical,58,2026-08-01
I0578,Sensor Module,L4,M4,Evening,51,65,186.83,2.2,1.34,93,OP116,Aluminum,Misalignment,Low,Fail,9,Good,20,2026-08-02
I0579,Wi-Fi Module,L4,M1,Night,43,64,219.57,0.77,3.43,91,OP104,Ceramic,Solder Bridge,Low,Pass,36,Critical,79,2026-08-03
I0580,Camera Module,L3,M3,Night,37,64,177.11,2.49,3.73,138,OP122,Copper,PCB Crack,Medium,Pass,55,Good,28,2026-08-04
I0581,PCB,L2,M4,Morning,39,62,119.96,2.28,2.58,93,OP121,FR4,Short Circuit,Low,Pass,25,Warning,95,2026-08-05
I0582,Battery Pack,L4,M2,Evening,35,50,162.93,2.38,4.41,91,OP125,Aluminum,PCB Crack,Medium,Pass,28,Warning,36,2026-08-06
I0583,Camera Module,L4,M5,Night,43,45,184.11,4.83,1.76,83,OP120,Ceramic,Burn Mark,Medium,Fail,19,Good,86,2026-08-07
I0584,LED Driver,L3,M3,Evening,52,48,178.7,2.86,2.1,94,OP123,Ceramic,PCB Crack,Low,Pass,33,Critical,41,2026-08-08
I0585,Sensor Module,L4,M1,Evening,47,46,8.24,1.12,0.98,115,OP103,Aluminum,Solder Bridge,Low,Pass,12,Warning,47,2026-08-09
I0586,Battery Pack,L1,M1,Morning,47,65,27.39,2.63,0.85,134,OP107,Aluminum,Missing Component,Low,Fail,12,Good,52,2026-08-10
I0587,Relay Module,L1,M3,Night,53,43,221.15,4.63,3.16,133,OP111,Aluminum,Misalignment,High,Pass,26,Good,86,2026-08-11
I0588,Wi-Fi Module,L4,M5,Night,54,41,157.83,1.04,1.49,143,OP123,FR4,Short Circuit,Low,Pass,7,Good,35,2026-08-12
I0589,Power Supply Unit,L1,M5,Night,46,58,106.31,4.37,1.15,103,OP104,FR4,Open Circuit,Low,Fail,29,Warning,71,2026-08-13
I0590,Microcontroller Board,L4,M1,Night,36,56,151.97,0.93,1.23,126,OP107,Ceramic,Loose Connection,Low,Fail,57,Good,47,2026-08-14
I0591,Camera Module,L3,M5,Morning,52,45,111.98,1.55,1.81,145,OP115,FR4,Burn Mark,Low,Fail,2,Good,95,2026-08-15
I0592,Display Unit,L4,M5,Night,51,42,42.95,1.45,3.57,141,OP115,FR4,Burn Mark,High,Fail,56,Critical,55,2026-08-16
I0593,Wi-Fi Module,L2,M3,Evening,52,65,125.5,1.4,2.63,101,OP120,Aluminum,Missing Component,Low,Fail,42,Critical,67,2026-08-17
I0594,Battery Pack,L3,M4,Night,52,64,156.67,0.49,0.98,117,OP121,Ceramic,PCB Crack,Medium,Pass,53,Warning,94,2026-08-18
I0595,LED Driver,L3,M4,Evening,35,41,115.65,3.07,3.16,138,OP125,Ceramic,Loose Connection,Low,Fail,38,Warning,41,2026-08-19
I0596,LED Driver,L1,M2,Night,37,43,147.11,3.16,2.15,147,OP118,Ceramic,Misalignment,Medium,Fail,26,Good,75,2026-08-20
I0597,LED Driver,L2,M3,Morning,47,58,38.37,3.89,4.16,93,OP103,Aluminum,Short Circuit,Low,Fail,58,Good,86,2026-08-21
I0598,Microcontroller Board,L1,M5,Evening,36,63,132.81,2.97,4.32,83,OP128,FR4,Short Circuit,High,Fail,47,Critical,40,2026-08-22
I0599,Sensor Module,L4,M2,Night,48,58,188.67,0.31,3.93,139,OP108,FR4,Burn Mark,Low,Fail,55,Critical,57,2026-08-23
I0600,Wi-Fi Module,L2,M3,Morning,51,61,222.82,0.71,3.32,149,OP107,Ceramic,Short Circuit,Low,Fail,7,Good,31,2026-08-24
I0601,LED Driver,L4,M3,Morning,52,58,13.98,4.18,1.33,126,OP106,Ceramic,PCB Crack,High,Pass,48,Warning,19,2026-08-25
I0602,LED Driver,L1,M4,Evening,38,61,98.66,4.47,0.95,93,OP116,FR4,Solder Bridge,Medium,Fail,23,Good,51,2026-08-26
I0603,Microcontroller Board,L4,M3,Morning,49,59,13.04,3.22,2.68,87,OP122,Copper,Open Circuit,Medium,Fail,9,Warning,42,2026-08-27
I0604,Battery Pack,L2,M2,Night,45,52,49.75,0.51,2.5,105,OP119,Aluminum,Burn Mark,Medium,Fail,36,Good,89,2026-08-28
I0605,Display Unit,L1,M2,Night,43,62,192.0,2.47,2.41,86,OP103,FR4,Burn Mark,Low,Fail,51,Critical,47,2026-08-29
I0606,LED Driver,L3,M5,Evening,54,51,55.5,4.33,3.9,101,OP101,Aluminum,Short Circuit,Low,Pass,23,Good,10,2026-08-30
I0607,Display Unit,L3,M4,Morning,44,47,34.78,3.75,2.18,134,OP101,Ceramic,Loose Connection,Low,Fail,27,Good,88,2026-08-31
I0608,Sensor Module,L1,M2,Morning,43,58,8.24,4.98,0.63,122,OP122,FR4,Misalignment,Low,Pass,20,Good,56,2026-09-01
I0609,Camera Module,L1,M5,Morning,37,50,20.12,2.32,0.94,95,OP128,FR4,Solder Bridge,Medium,Fail,8,Critical,49,2026-09-02
I0610,Wi-Fi Module,L1,M5,Evening,39,48,105.7,2.18,0.77,146,OP125,Aluminum,Solder Bridge,Low,Fail,10,Critical,77,2026-09-03
I0611,LED Driver,L4,M2,Morning,47,58,222.78,2.76,2.01,100,OP114,Aluminum,Missing Component,Medium,Pass,2,Critical,100,2026-09-04
I0612,PCB,L4,M3,Evening,48,50,37.27,2.19,1.18,85,OP109,FR4,Open Circuit,Medium,Pass,4,Good,67,2026-09-05
I0613,Sensor Module,L1,M4,Morning,40,49,151.06,0.48,1.52,143,OP105,Copper,Short Circuit,Medium,Pass,8,Critical,67,2026-09-06
I0614,Power Supply Unit,L2,M5,Night,37,49,15.28,2.64,3.87,111,OP123,Ceramic,Solder Bridge,High,Pass,29,Good,68,2026-09-07
I0615,Wi-Fi Module,L1,M4,Evening,39,61,146.02,4.77,3.9,99,OP125,FR4,PCB Crack,Medium,Fail,0,Warning,34,2026-09-08
I0616,Wi-Fi Module,L3,M4,Night,38,61,225.18,1.86,3.73,101,OP123,Ceramic,Solder Bridge,Low,Pass,45,Good,52,2026-09-09
I0617,Display Unit,L3,M2,Morning,52,57,23.0,3.36,1.2,126,OP116,Copper,Short Circuit,Medium,Pass,58,Warning,87,2026-09-10
I0618,Microcontroller Board,L3,M1,Morning,54,52,207.95,4.77,4.49,109,OP118,Copper,Solder Bridge,Low,Fail,57,Critical,16,2026-09-11
I0619,Relay Module,L2,M3,Night,46,53,47.55,3.95,4.24,86,OP116,Aluminum,Open Circuit,High,Pass,37,Good,44,2026-09-12
I0620,Power Supply Unit,L1,M2,Night,45,48,201.89,4.42,4.44,102,OP109,Copper,Open Circuit,Low,Fail,31,Good,52,2026-09-13
I0621,Wi-Fi Module,L2,M4,Morning,55,48,118.34,3.01,3.15,127,OP113,Ceramic,Short Circuit,Medium,Pass,46,Good,84,2026-09-14
I0622,Battery Pack,L3,M2,Night,50,42,99.38,2.85,1.94,102,OP122,Copper,Loose Connection,Low,Pass,60,Good,92,2026-09-15
I0623,Battery Pack,L2,M1,Morning,37,53,67.83,3.71,2.86,135,OP117,Copper,Loose Connection,High,Fail,31,Warning,40,2026-09-16
I0624,PCB,L3,M4,Evening,35,53,171.62,3.78,2.21,94,OP120,Aluminum,Open Circuit,Medium,Pass,11,Warning,83,2026-09-17
I0625,PCB,L2,M2,Morning,51,53,35.93,4.26,4.38,111,OP130,FR4,Open Circuit,Medium,Fail,20,Warning,42,2026-09-18
I0626,Power Supply Unit,L4,M2,Evening,48,43,67.04,0.76,4.18,109,OP116,FR4,Short Circuit,Low,Fail,14,Good,58,2026-09-19
I0627,Microcontroller Board,L2,M4,Evening,44,47,48.22,3.23,1.68,91,OP126,FR4,Burn Mark,Medium,Pass,2,Good,74,2026-09-20
I0628,Battery Pack,L4,M5,Night,53,46,32.79,4.86,1.33,143,OP125,Ceramic,Open Circuit,Medium,Pass,58,Critical,65,2026-09-21
I0629,PCB,L1,M5,Morning,46,43,88.2,3.22,2.92,115,OP108,Aluminum,Loose Connection,Medium,Pass,6,Critical,31,2026-09-22
I0630,Wi-Fi Module,L1,M3,Night,37,61,19.4,3.47,3.74,129,OP126,Copper,Short Circuit,Medium,Fail,40,Good,67,2026-09-23
I0631,Display Unit,L1,M2,Morning,44,50,95.18,2.03,3.92,123,OP121,FR4,Loose Connection,Medium,Fail,14,Warning,19,2026-09-24
I0632,Power Supply Unit,L2,M3,Night,53,50,198.77,3.02,1.4,85,OP114,Aluminum,Open Circuit,Medium,Pass,40,Good,63,2026-09-25
I0633,Sensor Module,L1,M3,Evening,40,42,165.04,2.22,0.8,131,OP112,Ceramic,Solder Bridge,Low,Pass,3,Critical,14,2026-09-26
I0634,Relay Module,L1,M3,Morning,46,50,162.08,0.84,1.42,102,OP115,Aluminum,Burn Mark,Low,Fail,9,Good,37,2026-09-27
I0635,Camera Module,L1,M4,Night,51,42,19.24,3.32,3.37,116,OP125,Ceramic,Solder Bridge,Medium,Pass,52,Critical,13,2026-09-28
I0636,Power Supply Unit,L3,M2,Morning,42,54,163.12,3.65,2.97,128,OP111,Ceramic,Solder Bridge,Low,Fail,49,Good,80,2026-09-29
I0637,PCB,L3,M4,Evening,43,47,201.52,2.35,3.2,143,OP128,Aluminum,Missing Component,Low,Pass,41,Warning,62,2026-09-30
I0638,Microcontroller Board,L1,M5,Morning,43,60,57.68,1.53,1.92,103,OP126,Copper,Short Circuit,Medium,Fail,2,Critical,68,2026-10-01
I0639,Sensor Module,L3,M5,Morning,51,55,111.37,4.2,0.75,125,OP124,FR4,Short Circuit,High,Pass,43,Good,38,2026-10-02
I0640,LED Driver,L4,M4,Night,46,57,227.99,2.92,1.09,111,OP106,Aluminum,Short Circuit,Medium,Pass,51,Good,83,2026-10-03
I0641,Wi-Fi Module,L4,M1,Morning,54,52,131.4,1.2,3.08,99,OP130,Ceramic,Short Circuit,High,Fail,31,Critical,65,2026-10-04
I0642,Display Unit,L3,M5,Evening,54,45,117.27,3.74,3.23,86,OP120,Ceramic,Open Circuit,Low,Fail,35,Critical,99,2026-10-05
I0643,Sensor Module,L3,M1,Evening,35,60,48.88,2.25,2.75,96,OP112,Ceramic,Open Circuit,Low,Fail,46,Good,26,2026-10-06
I0644,Power Supply Unit,L2,M1,Evening,35,63,124.55,4.54,1.1,111,OP101,Ceramic,Short Circuit,Low,Pass,33,Good,15,2026-10-07
I0645,Display Unit,L4,M5,Evening,51,60,173.41,1.51,0.94,146,OP116,Aluminum,Misalignment,Low,Fail,13,Warning,41,2026-10-08
I0646,Camera Module,L1,M4,Morning,45,46,141.46,0.88,1.29,137,OP110,Copper,Solder Bridge,Medium,Pass,8,Critical,74,2026-10-09
I0647,Power Supply Unit,L2,M1,Night,50,57,87.0,2.4,0.94,120,OP111,Copper,Short Circuit,High,Fail,45,Good,97,2026-10-10
I0648,Display Unit,L3,M3,Morning,52,42,219.55,1.51,2.7,149,OP127,FR4,PCB Crack,High,Fail,29,Warning,49,2026-10-11
I0649,Battery Pack,L4,M3,Morning,36,44,84.63,0.7,3.55,108,OP128,Ceramic,Burn Mark,Low,Pass,5,Warning,25,2026-10-12
I0650,Camera Module,L3,M2,Evening,41,55,147.43,0.73,4.49,138,OP125,Ceramic,Open Circuit,High,Pass,22,Warning,82,2026-10-13
I0651,PCB,L2,M2,Night,55,56,155.53,3.79,2.8,101,OP123,FR4,Solder Bridge,Low,Pass,13,Good,92,2026-10-14
I0652,Battery Pack,L2,M3,Evening,52,41,3.93,2.9,4.0,150,OP116,FR4,Missing Component,Low,Pass,28,Critical,20,2026-10-15
I0653,Relay Module,L4,M1,Morning,44,49,205.05,2.52,3.97,86,OP127,FR4,Misalignment,Medium,Fail,58,Warning,47,2026-10-16
I0654,PCB,L4,M5,Night,42,42,216.85,2.07,3.08,142,OP118,FR4,Misalignment,Low,Fail,29,Warning,64,2026-10-17
I0655,PCB,L4,M1,Night,51,45,146.2,3.39,2.56,99,OP101,Ceramic,Open Circuit,Low,Pass,59,Good,70,2026-10-18
I0656,Camera Module,L4,M1,Evening,46,61,3.74,2.09,4.15,81,OP119,Copper,Solder Bridge,Low,Pass,26,Critical,75,2026-10-19
I0657,Battery Pack,L4,M5,Night,50,54,111.02,2.21,0.74,139,OP118,Copper,Short Circuit,Low,Fail,9,Critical,65,2026-10-20
I0658,Sensor Module,L3,M3,Morning,36,45,138.65,1.57,3.75,149,OP114,FR4,PCB Crack,High,Fail,40,Warning,94,2026-10-21
I0659,Camera Module,L1,M3,Night,41,55,3.61,4.46,0.99,138,OP101,FR4,Open Circuit,Medium,Fail,50,Critical,10,2026-10-22
I0660,Camera Module,L4,M2,Night,43,59,134.83,3.66,1.65,125,OP104,Ceramic,Missing Component,Medium,Pass,1,Critical,90,2026-10-23
I0661,Display Unit,L3,M4,Night,36,43,28.23,3.74,1.64,129,OP120,Copper,Solder Bridge,High,Fail,41,Warning,31,2026-10-24
I0662,Power Supply Unit,L2,M5,Evening,43,52,157.86,2.33,1.99,120,OP118,Copper,Burn Mark,Medium,Fail,39,Critical,15,2026-10-25
I0663,Camera Module,L1,M1,Morning,38,53,123.42,3.75,2.87,86,OP128,FR4,Missing Component,High,Pass,51,Critical,75,2026-10-26
I0664,LED Driver,L1,M3,Morning,35,52,153.08,0.39,3.28,147,OP117,Copper,Missing Component,Low,Fail,4,Critical,83,2026-10-27
I0665,Battery Pack,L3,M4,Night,53,60,93.57,3.04,2.45,140,OP110,FR4,Missing Component,Medium,Fail,8,Critical,32,2026-10-28
I0666,Microcontroller Board,L1,M1,Morning,51,43,32.96,3.43,1.17,106,OP112,Aluminum,Open Circuit,High,Pass,2,Critical,25,2026-10-29
I0667,Sensor Module,L2,M2,Morning,49,43,115.99,4.31,3.28,98,OP103,Copper,PCB Crack,Low,Fail,10,Good,58,2026-10-30
I0668,Microcontroller Board,L4,M3,Evening,41,56,117.4,4.9,3.56,136,OP103,Aluminum,Open Circuit,Low,Fail,4,Critical,51,2026-10-31
I0669,PCB,L3,M5,Night,51,57,128.52,3.4,2.82,128,OP118,FR4,PCB Crack,Medium,Fail,52,Critical,87,2026-11-01
I0670,LED Driver,L3,M2,Morning,54,45,25.72,3.36,3.72,98,OP121,FR4,Misalignment,Low,Fail,58,Good,68,2026-11-02
I0671,Camera Module,L2,M5,Night,43,55,156.11,3.57,2.58,89,OP122,Copper,Burn Mark,High,Pass,6,Good,74,2026-11-03
I0672,Wi-Fi Module,L3,M2,Evening,39,54,4.07,3.5,1.14,105,OP105,Aluminum,Solder Bridge,Low,Fail,11,Good,48,2026-11-04
I0673,Power Supply Unit,L3,M1,Evening,53,50,75.58,4.81,1.77,125,OP110,Ceramic,Open Circuit,Medium,Fail,55,Good,69,2026-11-05
I0674,Relay Module,L1,M1,Evening,41,56,97.27,1.12,3.69,131,OP125,FR4,PCB Crack,Low,Pass,40,Critical,75,2026-11-06
I0675,Display Unit,L3,M3,Evening,47,64,27.52,4.1,1.72,108,OP102,Aluminum,Solder Bridge,High,Fail,14,Critical,96,2026-11-07
I0676,Relay Module,L2,M4,Evening,49,50,105.66,2.22,3.44,81,OP105,Aluminum,Solder Bridge,Low,Pass,41,Warning,14,2026-11-08
I0677,Microcontroller Board,L2,M4,Evening,39,45,101.04,1.66,2.13,127,OP130,Aluminum,Missing Component,Low,Pass,42,Warning,73,2026-11-09
I0678,Display Unit,L1,M5,Night,45,62,105.8,3.79,2.71,90,OP110,FR4,Loose Connection,High,Fail,36,Warning,11,2026-11-10
I0679,Sensor Module,L3,M2,Morning,52,54,208.88,1.85,0.63,109,OP103,FR4,Burn Mark,High,Pass,60,Warning,98,2026-11-11
I0680,Relay Module,L4,M2,Night,43,41,44.63,4.3,4.31,128,OP129,FR4,Solder Bridge,Low,Pass,58,Good,27,2026-11-12
I0681,Wi-Fi Module,L2,M1,Evening,48,57,80.23,0.75,1.87,111,OP113,Ceramic,Burn Mark,Low,Pass,52,Critical,42,2026-11-13
I0682,Wi-Fi Module,L3,M2,Evening,51,46,80.89,2.68,2.49,129,OP110,Copper,Misalignment,Low,Pass,34,Good,62,2026-11-14
I0683,PCB,L2,M3,Evening,40,40,193.79,2.61,2.14,137,OP120,FR4,Missing Component,Low,Pass,34,Critical,47,2026-11-15
I0684,LED Driver,L2,M2,Evening,54,59,215.1,0.2,2.76,93,OP108,FR4,Burn Mark,Low,Pass,45,Good,53,2026-11-16
I0685,Battery Pack,L2,M1,Morning,50,52,194.47,0.89,0.8,143,OP107,Copper,Short Circuit,Medium,Pass,57,Warning,63,2026-11-17
I0686,Sensor Module,L3,M5,Night,52,48,206.01,2.99,3.55,94,OP105,FR4,Loose Connection,Medium,Fail,21,Good,98,2026-11-18
I0687,Wi-Fi Module,L1,M5,Night,47,43,75.83,3.27,4.08,116,OP106,Ceramic,Missing Component,Low,Fail,41,Good,41,2026-11-19
I0688,Display Unit,L2,M1,Night,42,45,42.97,4.81,2.15,107,OP123,Copper,PCB Crack,Low,Pass,1,Good,85,2026-11-20
I0689,Camera Module,L1,M5,Evening,47,47,76.65,2.35,0.99,125,OP124,Aluminum,Misalignment,Medium,Pass,52,Warning,57,2026-11-21
I0690,LED Driver,L4,M5,Morning,37,54,61.82,4.86,3.19,85,OP112,FR4,Burn Mark,High,Pass,45,Warning,72,2026-11-22
I0691,LED Driver,L4,M4,Evening,50,42,56.09,0.95,1.03,87,OP120,FR4,Short Circuit,Medium,Fail,50,Warning,47,2026-11-23
I0692,Power Supply Unit,L2,M3,Evening,41,40,190.61,4.37,3.97,138,OP102,Ceramic,Solder Bridge,High,Pass,24,Critical,49,2026-11-24
I0693,PCB,L1,M2,Evening,46,48,77.35,1.64,3.1,120,OP128,FR4,Short Circuit,Medium,Fail,27,Warning,91,2026-11-25
I0694,Battery Pack,L1,M2,Evening,55,40,172.41,1.04,2.62,140,OP106,FR4,Open Circuit,Medium,Pass,12,Warning,58,2026-11-26
I0695,PCB,L3,M1,Night,37,64,98.34,2.62,2.4,147,OP109,Ceramic,Loose Connection,Low,Pass,44,Good,56,2026-11-27
I0696,Battery Pack,L2,M3,Morning,45,64,134.84,3.75,1.29,119,OP129,Ceramic,Open Circuit,Low,Pass,59,Warning,16,2026-11-28
I0697,Power Supply Unit,L1,M3,Night,44,59,14.77,4.59,2.48,84,OP120,Copper,Burn Mark,Low,Fail,48,Good,26,2026-11-29
I0698,Battery Pack,L4,M5,Night,46,62,29.34,4.81,2.52,101,OP125,FR4,Missing Component,Low,Fail,0,Good,56,2026-11-30
I0699,LED Driver,L4,M1,Night,48,58,18.96,3.38,3.4,112,OP118,Copper,PCB Crack,Low,Pass,3,Critical,40,2026-12-01
I0700,LED Driver,L1,M4,Evening,46,46,204.68,4.93,2.19,82,OP115,Aluminum,Open Circuit,Low,Pass,22,Good,75,2026-12-02
I0701,PCB,L2,M3,Morning,52,56,105.64,0.76,1.46,109,OP116,Ceramic,Short Circuit,Medium,Pass,14,Warning,90,2026-12-03
I0702,Wi-Fi Module,L1,M4,Evening,52,52,112.25,2.48,3.69,149,OP104,Copper,Burn Mark,Low,Pass,54,Good,19,2026-12-04
I0703,PCB,L3,M2,Morning,44,65,75.62,3.99,2.22,107,OP126,Ceramic,Missing Component,Low,Pass,23,Warning,51,2026-12-05
I0704,Display Unit,L1,M4,Night,49,47,23.59,1.67,3.65,124,OP113,Copper,Solder Bridge,Medium,Pass,5,Good,19,2026-12-06
I0705,Sensor Module,L4,M4,Night,46,61,118.33,4.43,2.15,147,OP116,FR4,Burn Mark,High,Pass,37,Good,26,2026-12-07
I0706,Camera Module,L4,M4,Evening,41,58,116.08,0.26,1.21,100,OP113,FR4,Loose Connection,Low,Fail,14,Critical,85,2026-12-08
I0707,Battery Pack,L1,M3,Night,37,52,215.96,2.61,0.93,133,OP122,Aluminum,Open Circuit,Low,Pass,48,Critical,32,2026-12-09
I0708,Battery Pack,L1,M4,Morning,35,53,131.52,2.19,1.96,138,OP119,Copper,Misalignment,Low,Pass,43,Critical,88,2026-12-10
I0709,Battery Pack,L2,M1,Night,51,61,185.25,1.93,3.65,95,OP123,FR4,Solder Bridge,Medium,Pass,37,Good,22,2026-12-11
I0710,Display Unit,L2,M1,Night,50,53,44.25,2.74,0.92,129,OP128,Copper,Loose Connection,Medium,Pass,39,Warning,94,2026-12-12
I0711,PCB,L1,M4,Evening,39,61,33.96,3.19,3.75,91,OP110,Aluminum,PCB Crack,Medium,Pass,58,Critical,48,2026-12-13
I0712,Wi-Fi Module,L1,M1,Night,50,55,74.9,3.63,0.55,122,OP129,Ceramic,Solder Bridge,High,Fail,57,Critical,28,2026-12-14
I0713,Battery Pack,L1,M3,Evening,45,63,204.38,2.97,2.91,120,OP130,Copper,Solder Bridge,Low,Fail,53,Good,99,2026-12-15
I0714,Relay Module,L1,M2,Evening,43,47,163.81,1.42,1.92,146,OP122,Aluminum,Loose Connection,Low,Pass,12,Good,32,2026-12-16
I0715,Wi-Fi Module,L4,M1,Evening,51,60,30.05,3.43,1.37,116,OP125,Copper,Open Circuit,Medium,Pass,31,Good,79,2026-12-17
I0716,Camera Module,L2,M2,Evening,50,43,130.0,2.84,0.81,139,OP112,Copper,Loose Connection,Low,Fail,60,Warning,20,2026-12-18
I0717,LED Driver,L1,M3,Evening,41,52,205.68,2.42,1.22,96,OP116,Ceramic,Missing Component,Low,Fail,23,Warning,45,2026-12-19
I0718,Camera Module,L2,M1,Night,54,49,32.96,1.58,2.06,135,OP110,Ceramic,PCB Crack,Low,Fail,57,Warning,46,2026-12-20
I0719,LED Driver,L4,M5,Night,37,60,153.49,4.81,3.19,106,OP125,Copper,Short Circuit,Low,Pass,51,Warning,34,2026-12-21
I0720,Wi-Fi Module,L3,M4,Evening,44,44,126.59,0.39,2.54,147,OP106,Ceramic,PCB Crack,High,Pass,28,Good,18,2026-12-22
I0721,Microcontroller Board,L2,M4,Morning,47,42,137.37,3.26,1.75,150,OP102,Ceramic,Missing Component,Low,Pass,22,Warning,30,2026-12-23
I0722,LED Driver,L2,M2,Morning,39,43,60.54,2.1,4.17,87,OP120,Copper,Short Circuit,Low,Fail,13,Good,54,2026-12-24
I0723,Wi-Fi Module,L4,M2,Night,50,52,61.04,3.46,2.75,92,OP114,Aluminum,PCB Crack,Medium,Fail,53,Good,84,2026-12-25
I0724,Wi-Fi Module,L2,M5,Morning,38,46,132.81,1.78,2.4,101,OP115,Aluminum,Solder Bridge,Low,Fail,55,Good,29,2026-12-26
I0725,Battery Pack,L4,M4,Night,54,60,220.5,3.81,1.22,111,OP111,FR4,PCB Crack,Low,Pass,11,Good,49,2026-12-27
